R.I.P HARDCORE,548144067167387678
Carioca Gifs - #10k,983802545292071002
The Ghost,916375675718488094
WEBINFERNINHO,1004132225794715788
🎄Mangá Easy #30k 🎄,867833103513550850
AniColds | Animes & Mangá BR,767434953871851601
RENANZO,732359897898942564
Nitro Rewards,980105283709853726
[RP] 🌀 Naruto Full Power: Os Ataques de Bijuu! #10000,744274389570420776
Good Trades 2 #8k,1146109360511123507
⚡・LIGHT STORE,1046597660318105660
𝙏𝙕,545684461388300308
Multiverso RPGista,646757907920322560
🌊 • Genshin ImPaimon ! 7k! #BoostUs!,972611206286286852
✦ 🪐 ❝ Sirius ❞ 🌎 ✦,698512575977095210
UMF - Mundo Fictício,358662239290392586
Dysterra,708499148957024299
Kyoto Station,712483090643025932
ETERNA FGC,369857969875320832
The MTDN - Brasil #10k,498973889682997248
LaPromotion,954749166591025172
Comunidade de Artistas,578693724561866763
Codify,743482187365613641
Overwatch 2 Brasil,391040918787981322
